1stFlrSF,2ndFlrSF,BsmtFinSF1,GarageArea,GrLivArea,LotArea,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,SalePrice
832,878.0,426,506,1710,9291,5,6,832,1993,187000
1502,0.0,368,528,1502,6820,5,8,1488,1985,212000
1161,808.0,0,534,1969,11952,6,7,808,1977,190000
1072,0.0,459,525,1072,3675,5,6,547,2005,148000
1976,0.0,1350,908,1976,14977,5,8,1976,2006,440000
1652,0.0,1196,499,1652,5330,5,8,1494,2000,251000
970,0.0,630,624,970,8480,6,5,970,1963,132500
1493,0.0,994,508,1493,13125,5,6,1478,1997,208900
2069,574.0,0,694,2643,13693,5,9,2153,2006,380000
1718,0.0,1288,826,1718,10637,5,8,1705,2007,297000
1131,0.0,168,672,1131,5925,7,4,907,1937,89471
1850,0.0,1261,772,1850,16033,5,9,1833,2004,326000
1792,0.0,1567,874,1792,11846,5,9,1792,2003,374000
916,348.5240174672489,299,164,1826,2500,8,7,910,1915,155000
1216,348.5240174672489,897,402,1216,4500,5,6,1216,1998,164000
999,0.0,588,264,999,7758,7,5,999,1962,132500
1113,0.0,607,264,1113,9600,7,5,1113,1950,147000
1073,0.0,836,515,1073,10289,7,5,1073,1965,156000
1484,0.0,998,487,1484,12243,6,5,1484,1971,175000
1766,648.0,664,520,2414,10800,4,5,954,1900,160000
630,0.0,515,286,630,1526,8,4,630,1970,86000
616,688.0,0,336,1304,2665,6,5,264,1976,115000
958,620.0,403,240,1578,9490,7,6,806,1941,133000
728,728.0,0,429,1456,15578,5,6,728,2006,172785
1269,0.0,374,308,1269,7931,6,5,1269,1960,155000
886,0.0,0,273,886,5784,8,5,190,1938,91300
720,0.0,495,0,720,7879,5,4,720,1920,34900
3228,0.0,1231,546,3228,12692,5,8,3200,1992,430000
1133,687.0,329,240,1820,9120,6,7,1026,1925,184000
899,0.0,450,288,899,7800,7,5,864,1967,130000
912,0.0,111,297,912,7535,7,5,912,1958,120000
672,546.0,356,264,1218,1890,5,6,672,1973,113000
866,902.0,400,603,1768,9803,5,7,866,2005,226700
1214,0.0,698,461,1214,9170,7,5,1214,1965,140000
1801,0.0,1247,484,1801,15602,8,7,1501,1959,289000
855,348.5240174672489,257,440,1322,2308,5,6,855,1974,147000
960,1000.0,0,400,1960,7596,5,5,960,1952,124500
1065,846.0,380,471,1911,9554,5,8,777,1993,215000
1218,0.0,27,676,1218,7862,5,6,1218,2009,208300
689,689.0,141,360,1378,9600,9,7,689,1928,161000
1041,0.0,991,270,1041,9600,6,5,1041,1959,124500
1363,0.0,650,288,1363,14559,7,5,1008,1951,164900
1368,0.0,0,474,1368,6792,5,7,1368,2005,202665
864,0.0,521,624,864,9100,5,5,864,1958,129900
1080,348.5240174672489,336,484,1080,9187,5,6,1084,1983,134000
789,0.0,0,200,789,10594,5,5,768,1926,96500
2020,0.0,1436,900,2020,12220,5,10,2006,2009,402861
1378,741.0,0,583,2119,10448,6,6,689,1972,158000
1277,1067.0,0,889,2344,10208,5,7,1264,1996,265000
882,914.0,706,546,1796,9531,5,6,794,1998,211000
1276,804.0,0,282,2080,10918,9,7,1276,1926,234000
694,600.0,0,0,1294,10800,7,4,0,1900,106250
1244,0.0,777,336,1244,11988,6,6,1244,1957,150000
1004,348.5240174672489,399,420,1664,5000,7,6,1004,1947,159000
3138,1538.0,2260,884,4676,40094,5,10,3138,2007,184750
1383,1015.0,719,834,2398,11787,5,7,1379,1996,315750
1266,0.0,0,453,1266,7500,5,7,1257,2005,176000
928,0.0,377,252,928,13300,7,5,928,1956,132000
1476,1237.0,1330,858,2713,14948,5,9,1452,2008,446261
605,0.0,348,0,605,9098,7,4,528,1920,86000
2515,0.0,1219,484,2515,32668,3,6,2035,1957,200624
1509,0.0,783,600,1509,10200,5,6,1461,1988,175000
751,611.0,0,502,1362,6155,8,6,611,1920,128000
827,0.0,0,392,827,7200,7,5,0,1955,107500
334,0.0,0,0,334,5000,3,1,0,1946,39300
707,707.0,0,403,1414,9056,5,8,707,2004,178000
820,527.0,969,0,1347,7000,7,5,1117,1910,107500
880,844.0,0,527,1724,8924,5,7,880,1998,188000
864,0.0,600,576,864,12735,5,4,864,1972,111250
1159,0.0,673,336,1159,11553,5,5,1051,1968,158000
1601,0.0,1358,670,1601,11423,5,8,1581,2001,272000
1838,0.0,1260,765,1838,14601,5,9,1838,2006,315000
997,1288.0,0,648,2285,11000,5,8,969,2000,248000
1680,0.0,144,583,1680,10140,5,7,1650,1998,213250
767,0.0,584,367,767,4058,5,7,723,1998,133000
664,348.5240174672489,554,426,1496,17104,5,7,654,2006,179665
1377,806.0,1002,786,2183,13837,5,7,1204,1988,229000
915,720.0,300,440,1635,8737,7,6,1065,1923,210000
768,0.0,619,624,768,7244,7,5,768,1970,129500
825,0.0,180,720,825,8235,7,5,825,1955,125000
912,1182.0,0,615,2094,9375,5,7,912,2003,263000
1069,0.0,559,440,1069,4043,6,6,1069,1977,140000
928,0.0,308,288,928,6000,6,5,928,1957,112500
1717,0.0,0,908,1717,11146,5,8,1709,2006,255500
1126,0.0,0,520,1126,8777,5,4,0,1949,108000
1006,1040.0,866,871,2046,10625,5,7,998,2003,284000
1048,348.5240174672489,0,280,1048,6380,6,5,993,1922,113000
1092,0.0,895,299,1092,14850,5,5,1092,1957,141000
897,439.0,637,570,1336,11040,6,4,637,1920,108000
729,717.0,604,406,1446,21872,5,7,729,1996,175000
1557,0.0,0,420,1557,3196,5,7,1374,2003,234000
1392,0.0,1302,528,1392,11341,6,5,1392,1957,121500
1389,0.0,1071,418,1389,10010,5,5,1389,1974,170000
996,0.0,290,0,996,13907,6,5,996,1940,108000
1163,511.0,0,396,1674,21780,7,6,1163,1918,185000
1166,1129.0,728,590,2295,13346,5,7,1095,1992,268000
841,806.0,0,216,1647,6858,4,6,806,1915,128000
1134,1370.0,0,656,2504,11198,5,9,1122,2005,325000
1535,0.0,2,532,1535,10171,5,7,1517,2004,214000
1496,636.0,1441,612,2132,12327,8,8,1496,1983,316600
943,0.0,943,600,943,7032,5,5,943,1979,135960
1728,0.0,231,576,1728,13101,5,5,1728,1965,142600
864,348.5240174672489,414,288,864,7332,6,6,864,1959,120000
846,846.0,0,650,1692,13159,5,7,846,2009,224500
774,656.0,0,400,1430,9967,5,7,384,2000,170000
576,533.0,349,288,1109,10500,7,5,372,1971,139000
832,384.0,442,336,1216,8480,5,5,832,1947,118500
877,600.0,0,216,1477,6292,7,7,861,1928,145000
1320,0.0,328,564,1320,11777,6,5,1164,1966,164500
703,689.0,0,540,1392,3604,5,7,689,2007,146000
1050,745.0,0,352,1795,12150,5,5,1050,1954,131500
1429,0.0,594,572,1429,14585,6,6,1144,1960,181900
2042,0.0,0,1390,2042,12704,5,8,2042,2008,253293
816,0.0,816,0,816,11841,5,6,816,1990,118500
1521,348.5240174672489,0,880,2775,13500,9,10,1237,1893,325000
989,584.0,0,240,1573,6120,7,4,884,1935,133000
2028,0.0,1460,880,2028,11443,5,8,1868,2005,369900
838,0.0,210,275,838,10267,7,6,816,1918,130000
860,0.0,672,528,860,8740,6,5,840,1982,137000
1473,0.0,1324,452,1473,25095,8,5,1437,1968,143000
779,0.0,0,308,935,9100,6,5,742,1930,79500
770,812.0,490,520,1582,8320,5,7,770,2004,185900
1728,568.0,1338,842,2296,13478,5,10,1722,2008,451950
816,0.0,816,816,816,6600,8,5,816,1982,138000
848,0.0,685,420,848,4435,5,6,848,2003,140000
924,0.0,0,280,924,7990,6,5,924,1975,110000
1826,0.0,1422,758,1826,11302,5,8,1814,2005,319000
684,684.0,0,216,1368,3600,7,6,684,1910,114504
1402,0.0,0,648,1402,3922,5,7,1258,2006,194201
1647,0.0,1283,621,1647,12984,6,5,1430,1977,217500
716,840.0,81,452,1556,1950,6,6,716,1980,151000
1058,846.0,546,736,1904,10927,5,8,1058,2005,275000
780,595.0,0,544,1375,9000,6,6,780,1937,141000
927,988.0,789,506,1915,10041,5,8,908,1992,220000
600,600.0,0,480,1200,3182,5,7,600,2004,151000
1494,0.0,922,530,1494,12803,5,7,1494,2002,221000
1186,800.0,454,486,1986,13600,6,7,768,1965,205000
1040,0.0,732,576,1040,12464,5,5,1040,1996,152000
1112,896.0,603,230,2008,7800,8,5,896,1948,225000
1940,1254.0,428,380,3194,12168,6,8,965,1934,359100
1029,0.0,903,261,1029,7943,5,4,1029,1961,118500
1476,677.0,904,736,2153,11050,5,9,1440,2000,313000
1032,0.0,605,564,1032,10395,6,6,1032,1978,148000
1299,573.0,990,531,1872,11885,5,8,1299,2001,261500
1120,0.0,206,0,1120,8402,5,5,1120,2007,147000
630,0.0,150,0,630,1491,6,4,630,1972,75500
1054,0.0,763,480,1054,8800,7,6,936,1963,137500
807,702.0,457,393,1509,7861,5,6,783,2002,183200
832,0.0,0,528,832,7227,6,6,832,1954,105500
1828,0.0,48,774,1828,11694,5,9,1822,2007,314813
1482,780.0,871,749,2262,12244,5,8,1482,2003,305000
864,348.5240174672489,41,0,864,8248,3,3,864,1914,67000
1548,1066.0,956,624,2614,10800,7,6,1522,1974,240000
980,0.0,560,484,980,7064,6,5,980,1977,135000
756,756.0,420,440,1512,2117,5,6,756,2000,168500
1012,778.0,247,484,1790,10400,5,6,732,1972,165150
1116,0.0,0,440,1116,10000,6,6,1116,1962,160000
1422,0.0,0,286,1422,12342,5,5,978,1960,139900
1520,0.0,674,364,1520,9600,6,6,1156,1955,153000
1040,1040.0,650,504,2080,11606,5,5,1040,1969,135000
1350,0.0,624,520,1350,9020,5,6,1248,1964,168500
1089,661.0,0,240,1750,9000,6,5,636,1880,124000
1554,0.0,24,627,1554,4590,5,8,1554,2006,209500
1411,0.0,822,544,1411,11900,5,7,1386,1977,82500
1056,0.0,480,260,1056,9250,7,5,1056,1954,139400
1056,0.0,1056,576,1056,6979,5,6,1056,1980,144000
1440,1440.0,256,0,3395,10896,7,6,1440,1914,200000
800,0.0,0,0,800,6120,3,2,264,1936,60000
811,576.0,0,256,1387,6000,4,5,811,1954,93000
796,0.0,0,0,796,8777,7,5,796,1910,85000
1567,0.0,1154,648,1567,3982,5,8,1520,2006,264561
1518,348.5240174672489,1218,588,1518,12677,5,8,1518,2003,274000
1057,872.0,738,650,1929,7050,5,7,1057,2001,226000
2000,704.0,1410,538,2704,13860,7,8,1952,1972,345000
780,840.0,493,462,1620,10793,5,5,780,1969,152000
1766,0.0,1121,478,1766,9187,5,9,1766,2009,370878
981,0.0,282,576,981,10530,5,6,981,1971,143250
1048,0.0,0,420,1048,7200,5,5,0,1950,98300
1094,0.0,500,495,1094,10452,5,6,1094,1953,155000
1051,788.0,0,442,1839,7700,5,6,756,1966,155000
630,0.0,131,0,630,1936,6,4,630,1970,84500
822,843.0,0,562,1665,8125,6,7,813,2007,205950
755,755.0,0,296,1510,9084,5,4,755,1940,108000
909,807.0,0,512,1716,8750,5,7,880,1996,191000
756,713.0,0,216,1469,10320,7,6,756,1906,135000
2113,0.0,1696,839,2113,10437,6,8,2109,1995,350000
525,348.5240174672489,0,264,1092,1680,5,6,525,1971,88000
1053,0.0,806,312,1053,10007,7,5,1053,1959,145500
851,651.0,0,270,1502,7200,6,7,776,1931,149000
912,546.0,0,330,1458,17503,5,6,912,1948,97500
1486,0.0,637,480,1486,9937,7,5,1486,1964,167000
1142,793.0,0,550,1935,12384,7,7,793,1976,197900
1686,762.0,1361,711,2448,46589,7,8,1629,1994,402000
1392,0.0,0,576,1392,13560,3,6,1392,1968,110000
1181,0.0,920,588,1181,10012,5,4,1138,1972,137500
2097,0.0,1721,1134,2097,20896,5,8,2077,2005,423000
1454,482.0,0,504,1936,11194,5,8,1406,2000,230500
1465,915.0,187,596,2380,18450,5,6,1021,1965,129000
1679,0.0,1138,575,1679,8125,5,6,1408,1994,193500
1437,0.0,988,576,1437,14175,6,5,1188,1956,168000
1180,0.0,0,252,1180,11600,5,4,700,1922,137500
738,348.5240174672489,193,540,1476,8633,5,6,738,2005,173500
697,672.0,551,300,1369,6629,6,6,672,1925,103600
1208,348.5240174672489,767,546,1208,11250,6,6,1208,1977,165000
1839,348.5240174672489,1186,416,1839,14442,7,6,1477,1957,257500
1136,0.0,892,384,1136,9200,6,6,1136,1965,140000
855,586.0,311,440,1441,2289,6,6,855,1978,148500
1095,679.0,0,779,1774,9600,2,4,1095,1900,87000
792,0.0,0,240,792,9022,8,5,768,1924,109500
2046,0.0,0,834,2046,11844,5,8,2046,2008,372500
988,0.0,827,572,988,9945,5,5,988,1961,128500
923,348.5240174672489,543,264,923,8012,5,6,923,1980,143000
848,672.0,182,281,1520,4500,5,5,793,1932,159434
1291,0.0,1003,431,1291,2887,5,6,1291,1996,173000
1668,0.0,1059,702,1668,11248,5,9,1626,2002,285000
1195,644.0,0,486,1839,16770,5,7,1195,1998,221000
1190,900.0,828,577,2090,5062,5,7,1190,1984,207500
874,887.0,0,578,1761,10207,6,7,874,2007,227875
551,551.0,239,480,1102,5105,5,7,551,2004,148800
1419,0.0,945,567,1419,8089,6,8,1419,2007,392000
1362,0.0,20,460,1362,7577,5,6,1362,2005,194700
848,0.0,697,420,848,4426,5,6,848,2004,141000
2444,1872.0,1455,832,4316,21535,6,10,2444,1994,755000
1238,1281.0,965,628,2519,26178,5,7,1210,1989,335000
1073,0.0,0,326,1073,5400,6,5,1073,1921,108480
1067,472.0,0,576,1539,6120,6,5,927,1936,141500
1137,348.5240174672489,980,551,1137,13811,6,6,1112,1987,176000
616,0.0,616,205,616,6000,7,5,616,1921,89000
1148,0.0,210,308,1148,6420,7,5,980,1952,123500
894,0.0,553,336,894,8450,8,5,894,1965,138500
1391,0.0,16,530,1391,4282,5,7,1391,2004,196000
1800,0.0,1274,765,1800,14331,5,8,1800,2002,312500
1164,0.0,0,528,1164,9600,5,7,1164,1969,140000
1264,1312.0,0,666,2576,12438,5,8,1234,2006,361919
1032,348.5240174672489,0,672,1812,7630,9,5,360,1900,140000
1484,0.0,712,606,1484,8400,5,7,1473,2004,213000
372,720.0,0,0,1092,5600,5,4,0,1930,55000
1824,0.0,1219,739,1824,115149,5,7,1643,1971,302000
1324,348.5240174672489,863,550,1324,6240,5,8,1324,2006,254000
728,728.0,0,400,1456,9018,5,7,728,2007,179540
904,0.0,0,408,904,7162,7,5,876,1966,109900
729,0.0,0,0,729,4130,6,3,270,1935,52000
859,319.0,0,384,1178,8712,7,4,859,1900,102776
1228,0.0,767,472,1228,4671,5,8,1228,1988,189000
960,0.0,789,576,960,9873,5,4,960,1970,129000
725,754.0,533,475,1479,13517,8,6,725,1976,130500
1350,0.0,0,478,1350,10140,5,6,1064,1974,165000
1576,978.0,0,704,2554,10800,8,7,718,1890,159500
1178,0.0,1084,439,1178,10000,6,5,1176,1973,157000
1325,1093.0,1173,983,2418,10542,5,7,1311,1993,341000
971,0.0,523,300,971,9920,6,5,971,1969,128500
1742,0.0,1148,564,1742,6563,5,8,1742,1985,275000
848,0.0,662,420,848,4426,5,6,848,2004,143000
864,0.0,191,463,864,8120,7,4,864,1970,124500
997,348.5240174672489,0,548,1470,8172,6,4,941,1954,135000
1698,0.0,1234,768,1698,13286,5,9,1698,2007,320000
864,0.0,375,660,864,6960,6,4,864,1970,120500
1680,0.0,808,540,1680,21695,9,6,880,1988,222000
1232,348.5240174672489,724,632,1232,7314,5,7,1232,2007,194500
1776,348.5240174672489,0,888,1776,11475,5,5,1584,1958,110000
848,0.0,152,539,1208,6240,5,4,780,1925,103000
1616,0.0,1180,608,1616,5389,5,8,1595,1995,236500
1146,0.0,786,438,1146,9590,5,7,868,2003,187500
1153,878.0,252,541,2031,11404,5,7,1153,1998,222500
1144,0.0,594,264,1144,10000,6,5,864,1961,131400
948,0.0,0,300,948,8978,5,5,948,1968,108000
880,888.0,390,320,1768,10800,7,7,880,1914,163000
1040,0.0,0,400,1040,8544,4,3,0,1950,93500
901,900.0,0,800,1801,10463,5,8,893,2005,239900
1200,0.0,1200,0,1200,10800,5,5,1200,1987,179000
864,864.0,0,572,1728,9313,5,7,864,2004,190000
768,664.0,0,360,1432,9600,7,5,264,1910,132000
912,0.0,832,288,912,6768,8,6,912,1961,142000
1349,0.0,0,539,1349,8450,5,7,1349,2000,179000
1464,0.0,444,480,1464,12886,6,5,520,1963,175000
1337,0.0,733,462,1337,5395,5,8,1337,1993,180000
1175,1540.0,575,831,2715,8963,9,8,1142,1976,299800
980,1276.0,300,554,2256,8795,5,7,952,2000,236000
1320,1320.0,0,864,2640,11700,7,7,1240,1880,265979
1720,348.5240174672489,919,527,1720,10593,5,7,1720,1996,260400
1088,441.0,0,240,1529,8405,3,4,0,1945,98000
792,348.0,0,0,1140,8800,7,4,576,1910,96500
660,660.0,0,400,1320,7750,5,7,660,2003,162000
1494,0.0,1200,576,1494,9236,5,6,1479,1997,217000
1038,1060.0,0,878,2098,10240,5,8,1030,2005,275500
1026,348.5240174672489,439,440,1026,7930,8,6,1026,1969,156000
742,729.0,381,440,1471,3230,5,6,729,1999,172500
866,902.0,20,578,1768,10769,5,8,866,2007,212000
672,714.0,438,440,1386,11616,5,6,672,1978,158900
757,348.5240174672489,549,440,1501,2280,5,7,744,1999,179400
1328,1203.0,56,752,2531,12257,5,8,1318,1995,290000
864,0.0,612,300,864,9100,6,6,864,1959,127500
1301,0.0,405,440,1301,6911,5,5,1145,1924,100000
764,783.0,24,614,1547,8640,5,7,756,2009,215200
1268,1097.0,1163,856,2365,9430,5,8,1252,1999,337000
1494,0.0,437,481,1494,9549,5,8,1494,1995,270000
1506,0.0,0,592,1506,14587,5,9,1498,2008,264132
980,734.0,394,496,1714,10421,5,7,980,1988,196500
983,767.0,660,423,1750,12508,7,6,983,1940,160000
1836,0.0,24,484,1836,9100,5,7,1860,2004,216837
1690,1589.0,1416,841,3279,53504,5,8,1650,2003,538000
858,0.0,685,576,858,7252,5,5,858,1982,134900
1220,0.0,836,396,1220,8877,5,4,836,1951,102000
1117,0.0,422,672,1117,7819,5,6,1029,1976,107000
912,0.0,456,275,912,10150,5,5,912,1958,114500
1973,0.0,0,895,1973,14226,5,8,1935,2006,395000
1204,0.0,866,412,1204,4500,5,6,1204,1998,162000
1614,0.0,20,865,1614,11210,5,7,1614,2005,221500
894,0.0,762,440,894,13350,5,5,864,1974,142500
2020,0.0,0,630,2020,8400,5,5,0,1977,144000
1004,0.0,975,504,1004,10530,5,6,975,1977,135000
1253,0.0,0,402,1253,7875,5,7,1237,1995,176000
810,348.5240174672489,387,484,1603,7153,5,6,761,1992,175900
1430,0.0,0,605,1430,16285,5,7,1413,2001,187100
1110,0.0,1097,602,1110,9101,6,5,1097,1978,165500
742,742.0,0,0,1484,6300,6,6,742,1914,128000
1342,0.0,251,457,1342,9790,5,6,1372,1967,161500
966,686.0,686,416,1652,10800,6,5,686,1915,139000
956,1128.0,656,618,2084,10142,5,7,956,2004,233000
901,0.0,0,281,901,6000,7,4,901,1954,107900
976,1111.0,568,444,2087,12205,8,6,832,1966,187500
1145,0.0,16,397,1145,3182,5,7,1145,2005,160200
1062,0.0,539,539,1062,11333,5,6,1029,1976,146800
1127,886.0,862,455,2013,9920,5,7,1117,1996,269790
1496,0.0,0,474,1496,9158,5,8,1496,2007,225000
1086,809.0,0,409,1895,10832,5,7,712,1994,194500
888,676.0,0,476,1564,8400,6,6,650,1980,171000
1285,0.0,0,528,1285,8197,5,6,660,1977,143500
773,0.0,570,240,773,7677,5,5,773,1953,110000
1966,1174.0,0,820,3140,13518,5,9,1926,2008,485000
981,787.0,569,240,1768,7200,7,5,731,1937,175000
616,1072.0,462,603,1688,12798,5,6,616,1997,200000
1196,0.0,197,440,1196,4800,7,4,1196,1916,109900
728,728.0,648,410,1456,8199,5,7,728,2005,189000
1734,1088.0,0,1020,2822,13891,5,9,1734,2008,582933
1128,0.0,812,286,1128,9000,5,5,936,1954,118000
1428,0.0,0,554,1428,12274,5,7,1417,2008,227680
980,348.5240174672489,400,384,980,9750,5,5,980,1967,135500
1072,504.0,1309,528,1576,21384,6,5,1324,1923,223500
1086,0.0,516,484,1086,13400,5,5,1024,1966,159950
1075,1063.0,0,360,2138,8100,5,5,849,1898,106000
1309,0.0,663,484,1309,10140,6,6,1040,1974,181000
848,0.0,662,420,848,4438,5,6,848,2004,144500
1044,0.0,0,504,1044,8712,5,5,540,1952,55993
1442,0.0,608,301,1442,9750,6,6,1442,1958,157900
686,564.0,0,280,1250,8248,7,5,686,1918,116000
1661,0.0,0,598,1661,12137,5,7,1649,1998,224900
1008,0.0,486,275,1008,11425,6,5,1008,1954,137000
1689,0.0,1218,857,1689,13265,5,8,1568,2002,271000
1052,0.0,504,440,1052,8816,7,6,1010,1971,155000
1358,348.5240174672489,733,484,1358,6371,5,7,1358,2009,224000
798,348.5240174672489,0,595,1640,7226,5,7,798,2003,183000
936,0.0,0,576,936,6000,4,4,936,1953,93000
847,886.0,0,433,1733,12394,5,7,847,2003,225000
944,545.0,0,240,1489,9900,7,6,778,1940,139500
1489,0.0,0,776,1489,11216,5,8,1489,2006,232600
2084,348.5240174672489,1636,1220,2084,14803,5,10,2078,2007,385000
784,0.0,784,0,784,6130,6,5,784,1924,109500
1434,0.0,20,527,1434,8529,5,7,1454,2001,189000
1160,966.0,249,538,2126,28698,5,5,1013,1967,185000
520,623.0,0,480,1223,2544,5,7,600,2005,147400
1392,0.0,1040,458,1392,11900,5,6,1392,1957,166000
520,600.0,0,480,1200,3180,5,7,600,2005,151000
941,888.0,483,613,1829,9548,6,7,941,2003,237000
1516,0.0,196,472,1516,10004,6,6,1516,1964,167000
1144,0.0,572,456,1144,7875,6,5,1144,1961,139950
1067,0.0,442,436,1067,9600,7,4,1067,1950,128000
1559,0.0,338,812,1559,8100,6,5,1559,1948,153500
483,504.0,330,264,987,1680,5,6,483,1973,100000
1099,0.0,0,352,1099,9525,6,5,1099,1995,144000
768,432.0,352,240,1200,11767,6,5,768,1946,130500
810,672.0,156,400,1482,12155,8,6,672,1925,140000
958,581.0,0,686,1539,10440,8,5,650,1904,157500
1165,0.0,312,490,1165,9020,7,6,1127,1966,174900
1800,0.0,0,0,1800,8000,4,5,1800,1961,141000
876,540.0,0,720,1416,12665,8,5,876,1915,153900
1701,0.0,1390,611,1701,16647,5,5,1390,1975,171000
1006,769.0,513,425,1775,9317,5,7,740,1993,213000
864,0.0,460,338,864,15523,6,5,864,1972,133500
1307,1051.0,0,360,2358,45600,8,6,907,1908,240000
1094,761.0,0,512,1855,9600,7,6,528,1976,187000
848,0.0,659,420,848,4435,5,6,848,2003,131500
1456,0.0,0,400,1456,3196,5,8,1273,2003,215000
918,728.0,364,240,1646,7128,5,7,918,1941,164000
1445,0.0,564,645,1445,12095,6,6,1127,1964,158000
1779,0.0,306,454,1779,17920,4,5,1763,1955,170000
1040,0.0,659,260,1040,6897,8,5,1040,1962,127000
1026,0.0,505,576,1026,10970,6,6,940,1978,147000
702,779.0,0,343,1481,8125,5,6,702,1994,174000
1370,0.0,0,479,1370,10400,5,7,1090,1976,152000
1512,1142.0,619,619,2654,11029,7,6,1054,1968,250000
912,514.0,0,216,1426,7642,8,7,912,1918,189950
1039,0.0,841,504,1039,11625,4,5,1039,1965,131500
1097,348.5240174672489,338,480,1097,9672,5,6,1040,1984,152000
1148,0.0,1148,672,1148,7931,5,5,1148,1959,132500
1372,348.5240174672489,0,529,1372,8640,5,7,1372,2007,250580
1002,0.0,828,902,1002,8750,6,5,1002,1970,148500
1646,0.0,0,870,1646,10656,5,8,1638,2006,248900
1120,0.0,932,544,1120,6970,5,4,1040,1961,129000
1547,720.0,0,672,2320,14762,6,5,0,1948,169000
1062,887.0,750,574,1949,9938,5,7,1050,1993,236000
894,0.0,0,308,894,6600,5,5,894,1962,109500
804,878.0,505,523,1682,8750,5,6,804,1998,200500
910,0.0,0,414,910,8892,7,5,105,1953,116000
1036,0.0,375,288,1268,12144,7,5,832,1949,133000
676,455.0,0,200,1131,5720,6,5,676,1941,66500
1184,1426.0,64,550,2610,9000,5,8,1184,2007,303477
1040,0.0,633,648,1040,25286,5,4,1064,1963,132250
1462,348.5240174672489,1170,738,2224,8834,5,9,1462,2004,350000
1155,0.0,899,576,1155,11782,7,5,1109,1961,148000
864,0.0,646,336,864,7000,8,5,864,1978,136500
1090,0.0,980,450,1090,7024,5,5,1090,2005,157000
1187,530.0,902,400,1717,13758,5,7,1156,1990,187500
808,785.0,0,389,1593,9636,5,6,808,1992,178000
954,795.0,0,440,2230,6204,5,4,795,1912,118500
892,0.0,432,288,892,7150,5,5,892,1967,100000
1709,0.0,1238,506,1709,5119,5,9,1698,1999,328900
1712,0.0,528,588,1712,8393,5,5,1626,1959,145000
872,521.0,0,300,1393,16466,7,5,816,1955,135500
2217,0.0,351,621,2217,15865,6,8,2217,1970,268000
1505,0.0,1024,505,1505,12160,4,6,1505,1953,149500
672,252.0,0,576,924,8064,7,5,672,1949,122900
918,765.0,226,440,1683,11184,5,6,918,1978,172500
1068,0.0,663,264,1068,8414,8,6,1059,1963,154500
1383,0.0,1064,354,1383,13284,5,5,1383,1954,165000
1535,0.0,0,400,1535,7018,5,5,0,1979,118858
983,813.0,400,483,1796,7056,5,6,780,1963,140000
951,0.0,285,327,951,8765,6,4,951,1936,106500
1120,1120.0,0,528,2240,7018,5,5,0,1979,142953
2364,0.0,2188,820,2364,12919,5,9,2330,2009,611657
1236,0.0,465,288,1236,6993,7,5,912,1961,135000
858,0.0,322,684,858,7340,6,4,858,1971,110000
1306,0.0,860,756,1306,8712,7,5,992,1957,153000
807,702.0,0,393,1509,7875,5,7,783,2003,180000
1670,0.0,0,690,1670,14859,5,7,1670,2006,240000
902,0.0,599,288,902,6173,6,5,876,1967,125500
1063,0.0,354,280,1063,9920,5,5,1056,1954,128000
1636,0.0,63,865,1636,13501,5,8,1623,2006,255000
1020,1037.0,223,180,2057,11500,7,7,1017,1936,250000
902,0.0,301,484,902,8885,5,5,864,1983,131000
742,742.0,0,390,1484,12589,5,6,742,2005,174000
1105,1169.0,443,480,2274,11600,5,5,1105,1960,154300
1268,0.0,196,252,1268,9286,7,5,1268,1977,143500
1015,0.0,489,450,1015,6120,7,5,768,1925,88000
1001,1001.0,284,871,2002,6270,6,5,1001,1949,145000
612,612.0,294,528,1224,3000,5,6,612,2009,173733
546,546.0,0,286,1092,2001,5,4,546,1970,75000
480,0.0,50,308,480,9000,3,2,480,1949,35311
1229,0.0,1059,284,1229,17140,6,4,1134,1956,135000
912,1215.0,48,833,2127,13125,5,7,1104,1991,238000
1414,0.0,528,601,1414,11029,8,6,1184,1958,176500
936,785.0,814,471,1721,8462,5,6,928,1994,201000
1272,928.0,1084,0,2200,8777,7,5,1272,1900,145900
1316,0.0,28,397,1316,10237,5,6,1316,2005,169990
1617,0.0,165,533,1617,8012,5,6,1604,1993,193000
1686,0.0,625,612,1686,10240,6,6,1686,1980,207500
1126,0.0,767,540,1126,15611,6,5,1126,1977,175000
1234,1140.0,0,656,2374,11999,5,8,1181,2003,285000
1098,880.0,552,486,1978,9900,5,7,832,1968,176000
1788,0.0,0,522,1788,11838,5,8,1753,2001,236500
993,1243.0,0,642,2236,13006,5,7,964,1997,222000
1466,348.5240174672489,16,610,1466,8925,5,8,1466,2007,201000
925,0.0,338,429,925,9100,6,5,925,1965,117500
1905,0.0,0,788,1905,11670,5,9,1905,2006,320000
1500,0.0,20,570,1500,8487,5,7,1500,2004,190000
2069,0.0,425,505,2069,27650,7,7,585,1960,242000
747,0.0,0,528,747,5825,5,4,600,1926,79900
1200,0.0,833,555,1200,10083,5,7,1176,2003,184900
1113,858.0,341,689,1971,9675,5,7,1113,2005,253000
1391,571.0,464,868,1962,8760,5,7,1391,2006,239799
1207,1196.0,0,349,2403,24090,7,7,1032,1940,244400
1728,0.0,936,574,1728,12640,5,6,1728,1976,150900
